編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRSMLTJKILFFCB68CC,,895.08,見其他登記事項,見其他登記事項,105年10月13日,二層,
RPPQMLMKKILFFCB67CC,20,225.02,見其他登記事項,鋼筋混凝土造,86年4月15日,四層,
RPRPMLMKKILFFAB57CC,41,200.22,住商用,鋼筋混凝土造,65年3月9日,三層,
RPTOMLMKKILFFFL56CC,29,556.53,見其他登記事項,鋼筋混凝土造,76年9月15日,四層,
RPPNMLNKKILFFHL98CC,16,359.40,見其他登記事項,鋼筋混凝土造,89年6月2日,三層,
RPRNMLOKKILFFHL66CC,23,246.07,見其他登記事項,鋼筋混凝土造,83年3月4日,四層,
RPPOMLOKKILFFAB57DC,,110.45,住家用,見其他登記事項,,二層,
RPXNMLPKKILFFCB58DC,39,234.92,住商用,鋼筋混凝土造,66年8月19日,四層,
RPSNMLPKKILFFGL76CC,21,175.12,見其他登記事項,鋼筋混凝土造,85年1月16日,三層,
RPPNMLPKKILFFAB47CC,31,144.02,住家用,加強磚造,75年5月14日,二層,
RPOOMLQKKILFFGL56CC,11,282.55,見其他登記事項,鋼筋混凝土造,95年1月18日,五層,
RPTOMLQKKILFFGL07CC,11,282.54,見其他登記事項,鋼筋混凝土造,95年1月18日,五層,
RPSNMLRKKILFFAL98CC,5,415.34,見其他登記事項,鋼筋混凝土造,100年12月28日,四層,
RPUQMLRKKILFFCB78DC,27,282.09,住商用,鋼筋混凝土造,78年7月21日,三層,
RPVOMLTKKILFFBB78DC,22,321.57,住商用,鋼筋混凝土造,83年8月23日,二層,
RPRPMLTKKILFFGL27CC,37,117.75,住家用,加強磚造,68年6月25日,二層,
RPQPMLTKKILFFBB28CC,24,96.08,住商用,鋼筋混凝土造,81年10月23日,十二層,
RPQPMLTKKILFFBB28CC,24,16.23,共用部份,鋼筋混凝土造,81年10月23日,十二層,
RPPPMLTKKILFFCB28CC,28,210.89,住商用,鋼筋混凝土造,77年11月10日,四層,
RPVNMLKLKILFFFL56CC,13,189.81,見其他登記事項,鋼筋混凝土造,93年2月9日,四層,
RPXNMLLLKILFFCB18CC,28,351.50,住商用,鋼造,78年1月11日,一層,
RPOOMLLLKILFFBB27CC,12,110.80,見其他登記事項,鋼筋混凝土造,94年5月20日,五層,
RPOOMLLLKILFFBB27CC,12,22.31,共用部份,鋼筋混凝土造,94年5月20日,五層,
RPRNMLNLKILFFIL86DC,2,217.50,住家用,鋼筋混凝土造,104年2月25日,四層,
RPROMLQLKILFFBB08CC,1,128.33,見其他登記事項,鋼筋混凝土造,105年4月27日,二十一層,
RPROMLQLKILFFBB08CC,1,75.59,見其他登記事項,鋼筋混凝土造,105年4月27日,二十一層,
RPTOMLRLKILFFCB48CC,41,61.60,住家用,加強磚造,64年8月6日,二層,
RPVQMLTLKILFFBB98CC,18,224.55,住家用,鋼筋混凝土造,88年4月15日,四層,
RPVQMLTLKILFFBB98CC,18,73.62,共用部份,鋼筋混凝土造,88年4月15日,四層,
RPPPMLTLKILFFAB28DC,42,287.04,商業用,見其他登記事項,63年11月29日,四層,
RPXOMLNJJHMFFCB28DC,22,77.46,見其他登記事項,鋼筋混凝土造,84年4月14日,四層,
RPOPMLPJJHMFFCB67DC,29,260.38,見其他登記事項,鋼筋混凝土造,76年11月10日,四層,
RPQOMLPJJHMFFCB67CC,17,2096.80,見其他登記事項,鋼筋混凝土造,88年6月1日,三層,
RPTNMLQJJHMFFCB97CC,20,155.53,見其他登記事項,鋼筋混凝土造,85年12月18日,三層,
RPQOMLTJJHMFFCB08CC,45,99.14,住家用,加強磚造,61年5月1日,二層,
RPVPMLTJJHMFFCB68CC,33,175.04,住商用,鋼筋混凝土造,73年2月16日,三層,
RPWOMLTJJHMFFBB58CC,31,353.17,住商用,鋼筋混凝土造,74年6月25日,五層,
RPPOMLTJJHMFFAB87DC,28,138.24,商業用,鋼造,78年6月1日,一層,
RPOOMLLKJHMFFAB96CC,23,246.10,住商用,鋼筋混凝土造,82年9月14日,八層,
RPOOMLLKJHMFFAB96CC,23,57.73,見其他登記事項,鋼筋混凝土造,82年9月14日,八層,
RPPNMLLKJHMFFCB17CC,,12600.89,見其他登記事項,鋼筋混凝土造,105年7月19日,四層,
RPPNMLLKJHMFFCB17CC,,11.81,見其他登記事項,鋼筋混凝土造,105年7月19日,四層,
RPVNMLMKJHMFFCB87CC,39,278.40,住商用,鋼筋混凝土造,67年2月28日,四層,
RPTPMLMKJHMFFAB67CC,18,184.96,住商用,鋼筋混凝土造,87年12月19日,九層,
RPTPMLMKJHMFFAB67CC,18,71.96,住商用,鋼筋混凝土造,87年12月19日,九層,
RPVOMLQKJHMFFBB28CC,49,192.64,住家用,鋼筋混凝土加強磚造,56年11月16日,三層,
RPSPMLQKJHMFFBB08CC,22,90.13,住商用,鋼筋混凝土造,83年9月6日,十九層,
RPSPMLQKJHMFFBB08CC,22,58.01,住商用,鋼筋混凝土造,83年9月6日,十九層,
RPSPMLQKJHMFFBB08CC,22,64.17,住商用,鋼筋混凝土造,83年9月6日,十九層,
RPSPMLQKJHMFFBB08CC,22,234.59,共用部份,鋼筋混凝土造,83年9月6日,十九層,
RPTPMLRKJHMFFAB18CC,36,246.45,住商用,鋼筋混凝土造,69年10月20日,四層,
RPQQMLSKJHMFFHL17CC,28,163.05,見其他登記事項,鋼筋混凝土造,78年4月25日,三層,
RPQUMLKLJHMFFBB87CC,49,131.20,住家用,鋼筋混凝土加強磚造,57年6月28日,三層,
RPQOMLNLJHMFFCB67CC,22,314.25,住商用,鋼筋混凝土造,83年12月20日,七層,
RPQOMLNLJHMFFCB67CC,22,93.35,共用部份,鋼筋混凝土造,83年12月20日,七層,
RPTNMLNLJHMFFHL76CC,36,128.35,見其他登記事項,加強磚造,69年9月20日,二層,
RPQNMLNLJHMFFFL98DC,37,153.96,住商用,加強磚造,69年3月15日,二層,
RPQPMLOLJHMFFCB87CC,34,904.19,工業用,加強磚造,71年10月22日,二層,
RPORMLNJKHMFFCB67CC,30,288.70,住商用,鋼筋混凝土造,75年12月23日,四層,
RPOPMLQJKHMFFAB57CC,45,178.88,住家用,見其他登記事項,60年9月18日,三層,
RPQNMLQJKHMFFHL66CC,11,97.20,見其他登記事項,鋼筋混凝土造,95年3月14日,四層,
RPPNMLRJKHMFFAB57CC,1,154.61,見其他登記事項,鋼筋混凝土造,104年12月14日,十五層,
RPPNMLRJKHMFFAB57CC,1,49.63,見其他登記事項,鋼筋混凝土造,104年12月14日,十五層,
RPPNMLRJKHMFFAB57CC,1,114.98,見其他登記事項,鋼筋混凝土造,104年12月14日,十五層,
RPOOMLKKKHMFFGL68DC,,301.02,見其他登記事項,鋼筋混凝土造,,四層,
RPQNMLNKKHMFFHL56DC,25,179.66,見其他登記事項,鋼筋混凝土造,81年5月26日,十二層,
RPWNMLQKKHMFFCB48CC,22,222.54,住商用,鋼筋混凝土造,83年10月7日,十二層,
RPSOMLRKKHMFFAB08CC,34,147.09,商業用,鋼筋混凝土造,71年12月1日,七層,
RPVNMLQKNHMFFAB48CC,19,131.88,住家用,鋼筋混凝土造,87年9月18日,十四層,
RPVNMLQKNHMFFAB48CC,19,53.49,共有部份,鋼筋混凝土造,87年9月18日,十四層,
RPVNMLQKNHMFFAB48CC,19,16.53,共有部份,鋼筋混凝土造,87年9月18日,十四層,
RPXNMLQKNHMFFAB68CC,19,147.66,住家用,鋼筋混凝土造,87年10月30日,二十四層,
RPXNMLQKNHMFFAB68CC,19,24.89,共有部份,鋼筋混凝土造,87年10月30日,二十四層,
RPXNMLQKNHMFFAB68CC,19,56.12,共有部份,鋼筋混凝土造,87年10月30日,二十四層,
RPPOMLQKNHMFFAB97CC,18,127.40,住家用,鋼筋混凝土造,87年10月30日,二十四層,
RPPOMLQKNHMFFAB97CC,18,21.46,共有部份,鋼筋混凝土造,87年10月30日,二十四層,
RPPOMLQKNHMFFAB97CC,18,62.14,共有部份,鋼筋混凝土造,87年10月30日,二十四層,
RPPSMLQKNHMFFAB38CC,36,195.66,住商用,鋼筋混凝土造,70年9月8日,三層,
RPUNMLQKNHMFFBB48CC,31,175.12,住商用,鋼筋混凝土造,75年6月6日,三層,
RPORMLQKNHMFFCB38CC,11,210.68,住家用,鋼筋混凝土造,95年8月16日,二十二層,
RPVPMLRKNHMFFCB98CC,32,114.12,住商用,鋼筋混凝土造,74年9月13日,五層,
RPVPMLRKNHMFFCB98CC,32,6.80,共有部分,鋼筋混凝土造,74年9月13日,五層,
RPTUMLRKNHMFFCB66CC,20,1657.00,見其他登記事項,見其他登記事項,86年3月7日,二層,
RPOOMLRKNHMFFCL56CC,25,37.21,住家用,鋼筋混凝土造,81年10月30日,七層,
RPWNMLSKNHMFFAL17CC,10,249.69,住家用,鋼筋混凝土造,96年3月22日,十一層,
RPXNMLSKNHMFFAL27CC,16,261.47,見其他登記事項,鋼筋混凝土造,90年1月20日,三層,
RPOPMLSKNHMFFGL27DC,21,230.25,見其他登記事項,鋼筋混凝土造,85年3月19日,四層,
RPOOMLSKNHMFFCB28CC,27,310.08,住商用,鋼筋混凝土造,79年4月23日,五層,
RPPOMLSKNHMFFCB38CC,3,230.48,見其他登記事項,鋼骨鋼筋混凝土造,103年4月3日,三十六層,
RPPOMLSKNHMFFCB38CC,3,68.73,見其他登記事項,鋼骨鋼筋混凝土造,103年4月3日,三十六層,
RPPOMLSKNHMFFCB38CC,3,131.19,見其他登記事項,鋼骨鋼筋混凝土造,103年4月3日,三十六層,
RPSPMLSKNHMFFBB68CC,11,64.97,住家用,鋼筋混凝土造,94年12月8日,十八層,
RPSPMLSKNHMFFBB68CC,11,26.04,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPUNMLSKNHMFFAB58CC,7,121.20,見其他登記事項,鋼筋混凝土造,99年8月23日,十四層,
RPUNMLSKNHMFFAB58CC,7,36.15,見其他登記事項,鋼筋混凝土造,99年8月23日,十四層,
RPUNMLSKNHMFFAB58CC,7,63.69,見其他登記事項,鋼筋混凝土造,99年8月23日,十四層,
RPSNMLTKNHMFFBB58CC,26,75.11,商業用,鋼筋混凝土造,79年12月14日,七層,
RPTNMLTKNHMFFBB68CC,24,95.38,住家用,鋼筋混凝土造,82年10月18日,八層,
RPUNMLTKNHMFFBB78CC,26,69.03,住家用,鋼筋混凝土造,79年12月14日,七層,
RPWNMLTKNHMFFBB98CC,26,69.03,住家用,鋼筋混凝土造,79年12月14日,七層,
RPSQMLTKNHMFFBB88CC,11,15.94,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPORMLTKNHMFFBB58CC,11,15.94,共有部份,鋼筋混凝土造,94年12月8日,十八層,
RPTNMLTKNHMFFCB78CC,23,103.97,住商用,鋼筋混凝土造,83年5月3日,十六層,
RPTNMLTKNHMFFCB78CC,23,20.75,共有部分,鋼筋混凝土造,83年5月3日,十六層,
RPRRMLTKNHMFFCB98CC,8,37.80,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPTRMLTKNHMFFCB56CC,8,58.57,住家用,鋼筋混凝土造,98年8月13日,二十六層,
RPTRMLTKNHMFFCB56CC,8,4.83,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPTRMLTKNHMFFCB56CC,8,23.14,見其他登記事項,鋼筋混凝土造,98年8月13日,二十六層,
RPXRMLTKNHMFFCB96CC,9,126.50,見其他登記事項,鋼筋混凝土造,97年9月26日,十九層,
RPXRMLTKNHMFFCB96CC,9,102.92,見其他登記事項,鋼筋混凝土造,97年9月26日,十九層,
RPXRMLTKNHMFFCB96CC,9,.40,見其他登記事項,鋼筋混凝土造,97年9月26日,十九層,
RPQOMLTKNHMFFCB68DC,14,190.18,見其他登記事項,鋼筋混凝土造,92年2月6日,三層,
RPQOMLTKNHMFFCB68DC,14,27.07,見其他登記事項,鋼筋混凝土造,92年2月6日,四層,
RPRNMLKLNHMFFAB57CC,21,19.29,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPRNMLKLNHMFFAB57CC,21,3.55,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPRNMLKLNHMFFAB57CC,21,3.99,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPRNMLKLNHMFFAB57CC,21,.95,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPRNMLKLNHMFFAB57CC,21,1.42,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPSNMLKLNHMFFAB67CC,21,19.33,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPSNMLKLNHMFFAB67CC,21,3.30,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPSNMLKLNHMFFAB67CC,21,3.72,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPSNMLKLNHMFFAB67CC,21,.89,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPSNMLKLNHMFFAB67CC,21,1.31,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPTNMLKLNHMFFAB77CC,21,40.88,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPTNMLKLNHMFFAB77CC,21,8.26,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPTNMLKLNHMFFAB77CC,21,9.31,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPTNMLKLNHMFFAB77CC,21,2.22,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPTNMLKLNHMFFAB77CC,21,3.29,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPVNMLKLNHMFFAB97CC,21,20.41,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPVNMLKLNHMFFAB97CC,21,3.81,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPVNMLKLNHMFFAB97CC,21,4.28,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPVNMLKLNHMFFAB97CC,21,1.02,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPVNMLKLNHMFFAB97CC,21,1.52,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPXNMLKLNHMFFAB18CC,21,20.04,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPXNMLKLNHMFFAB18CC,21,3.72,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPXNMLKLNHMFFAB18CC,21,4.19,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPXNMLKLNHMFFAB18CC,21,1.00,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPXNMLKLNHMFFAB18CC,21,1.52,見其他登記事項,鋼筋混凝土造,85年5月6日,十八層,
RPSOMLMLNHMFFAB97CC,7,40.63,見其他登記事項,鋼筋混凝土造,99年8月12日,十三層,
RPSOMLMLNHMFFAB97CC,7,10.43,見其他登記事項,鋼筋混凝土造,99年8月12日,十三層,
RPSOMLMLNHMFFAB97CC,7,8.59,見其他登記事項,鋼筋混凝土造,99年8月12日,十三層,
RPWOMLMLNHMFFAB38CC,10,89.59,見其他登記事項,鋼筋混凝土造,95年12月22日,十五層,
RPWOMLMLNHMFFAB38CC,10,18.90,見其他登記事項,鋼筋混凝土造,95年12月22日,十五層,
RPWOMLMLNHMFFAB38CC,10,13.43,見其他登記事項,鋼筋混凝土造,95年12月22日,十五層,
RPOPMLMLNHMFFBB77CC,21,44.38,住家用,鋼筋混凝土造,85年8月27日,七層,
RPOPMLMLNHMFFBB77CC,21,15.13,共有部份,鋼筋混凝土造,85年8月27日,七層,
RPWNMLMLNHMFFCB48CC,37,133.02,住商用,鋼筋混凝土造,69年10月20日,三層,
RPROMLMLNHMFFCB08CC,11,61.00,住家用,鋼筋混凝土造,95年8月16日,二十二層,
RPROMLMLNHMFFCB08CC,11,23.61,見其他登記事項,鋼筋混凝土造,95年8月16日,二十二層,
RPUOMLMLNHMFFCB38CC,10,56.16,住家用,鋼筋混凝土造,95年11月13日,二十八層,
RPUOMLMLNHMFFCB38CC,10,22.93,見其他登記事項,鋼筋混凝土造,95年11月13日,二十八層,
RPVOMLMLNHMFFCB48CC,23,53.27,住商用,鋼筋混凝土造,83年8月17日,十四層,
RPTOMLMLNHMFFBB28DC,1,194.35,見其它登記事項,鋼筋混凝土造,105年7月17日,二十八層,
RPQNMLMLNHMFFIL86CC,1,135.98,見其他登記事項,鋼筋混凝土造,105年6月28日,九層,
RPXOMLNLNHMFFCB78CC,3,181.08,住家用,鋼筋混凝土造,103年10月20日,二十五層,
RPXOMLNLNHMFFCB78CC,3,60.91,見其他登記事項,鋼筋混凝土造,103年10月20日,二十五層,
RPXOMLNLNHMFFCB78CC,3,125.76,見其他登記事項,鋼筋混凝土造,103年10月20日,二十五層,
RPXPMLNLNHMFFCB88CC,2,111.38,見其他登記事項,鋼筋混凝土造,104年3月20日,十一層,
RPXPMLNLNHMFFCB88CC,2,70.35,見其他登記事項,鋼筋混凝土造,104年3月20日,十一層,
RPPQMLNLNHMFFCB18CC,21,54.08,見其他登記事項,鋼筋混凝土造,85年9月3日,十五層,
RPPQMLNLNHMFFCB18CC,21,42.83,共有部分,鋼筋混凝土造,85年9月3日,十五層,
RPRQMLNLNHMFFCB38CC,4,180.53,見其他登記事項,鋼骨鋼筋混凝土造,101年12月19日,二十九層,
RPRQMLNLNHMFFCB38CC,4,118.87,見其他登記事項,鋼骨鋼筋混凝土造,101年12月19日,二十九層,
RPUQMLNLNHMFFCB68CC,21,60.72,見其他登記事項,鋼筋混凝土造,85年9月3日,十五層,
RPUQMLNLNHMFFCB68CC,21,32.54,共有部分,鋼筋混凝土造,85年9月3日,十五層,
RPORMLNLNHMFFCB18CC,4,120.76,見其他登記事項,鋼骨鋼筋混凝土造,101年12月19日,二十九層,
RPORMLNLNHMFFCB18CC,4,93.57,見其他登記事項,鋼骨鋼筋混凝土造,101年12月19日,二十九層,
RPQRMLNLNHMFFCB38CC,21,52.94,見其他登記事項,鋼筋混凝土造,85年9月3日,十五層,
RPQRMLNLNHMFFCB38CC,21,40.23,共有部分,鋼筋混凝土造,85年9月3日,十五層,
RPSRMLNLNHMFFCB58CC,25,118.77,見其他登記事項,見其他登記事項,81年7月1日,二十八層,
RPSRMLNLNHMFFCB58CC,25,49.15,共有部分,見其他登記事項,81年7月1日,二十八層,
RPXRMLNLNHMFFCB09CC,10,109.92,住家用,鋼筋混凝土造,95年11月13日,二十八層,
RPPSMLNLNHMFFCB38CC,10,109.91,住家用,鋼筋混凝土造,95年11月13日,二十八層,
RPORMLNLNHMFFBB08CC,19,56.57,住家用,鋼筋混凝土造,87年11月6日,十四層,
RPSOMLNLNHMFFAB08CC,23,99.18,商業用,鋼筋混凝土造,83年4月20日,十三層,
RPSOMLNLNHMFFAB08CC,23,58.23,見其他登記事項,鋼筋混凝土造,83年4月20日,十三層,
RPPPMLOLNHMFFAB97CC,37,250.70,住商用,鋼筋混凝土造,69年11月21日,四層,
RPQQMLOLNHMFFAB18CC,27,95.63,見其他登記事項,鋼筋混凝土造,79年11月10日,十四層,
RPQQMLOLNHMFFAB18CC,27,4.28,見其他登記事項,鋼筋混凝土造,79年11月10日,十四層,
RPQQMLOLNHMFFAB18CC,27,19.32,見其他登記事項,鋼筋混凝土造,79年11月10日,十四層,
RPQQMLOLNHMFFAB18CC,27,13.66,見其他登記事項,鋼筋混凝土造,79年11月10日,十四層,
RPRQMLOLNHMFFAB28CC,25,259.18,見其他登記事項,鋼筋混凝土造,81年1月31日,十二層,
RPRQMLOLNHMFFAB28CC,25,52.51,見其他登記事項,鋼筋混凝土造,81年1月31日,十二層,
RPRQMLOLNHMFFAB28CC,25,12.46,見其他登記事項,鋼筋混凝土造,81年1月31日,十二層,
RPRQMLOLNHMFFAB28CC,25,71.92,見其他登記事項,鋼筋混凝土造,81年1月31日,十二層,
RPSOMLOLNHMFFCB38CC,7,190.47,見其他登記事項,見其他登記事項,99年6月4日,三十八層,
RPSOMLOLNHMFFCB38CC,7,78.44,見其他登記事項,見其他登記事項,99年6月4日,三十八層,
